data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8644331,566,NIG21033,21033,"12 June 2021",2021,1,Protests,"Protest with intervention","Protesters (Nigeria)","Lawyers (Nigeria); Civilians (Nigeria); Journalists (Nigeria)",6,"Police Forces of Nigeria (2015-)",,1,16,"Western Africa",Nigeria,"Cross River","Calabar Municipal",,Calabar,4.9667,8.3333,1,"Daily Trust (Nigeria)",National,"On 12 June 2021, residents staged demonstrations in Calabar (Calabar Municipal LGA, Cross River) against insecurity and bad governance. Three journalists and a lawyer were arrested. [size=no report]",0,1637008334,NGA
8644659,566,NIG21039,21039,"12 June 2021",2021,1,Protests,"Protest with intervention","Protesters (Nigeria)","Civilians (Nigeria); Journalists (Nigeria)",6,"Police Forces of Nigeria (2015-)",,1,16,"Western Africa",Nigeria,Lagos,Kosofe,,Ojota,6.5863,3.3808,1,"Sahara Reporters",Regional,"On 12 June 2021, demonstrators staged a protest at Gani Fawehinmi Park in Ojota (Kosofe LGA, Lagos) against insecurity and bad governance. Police forces fired live ammunition and tear gas and arrested demonstrators, including a journalist. No reported fatalities. [size=no report]",0,1637008335,NGA
8069243,566,NIG21026,21026,"11 June 2021",2021,2,"Violence against civilians",Attack,"Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Zamfara,Zurmi,,Zurmi,12.7776,6.7834,2,"Daily Post (Nigeria)",National,"Around 11 June 2021 (as reported), a Zamfara communal militia attacked several communities in Zurmi LGA (Zamfara), killing no fewer than 51 residents. Among the communities attacked: Kadawa, Kwata, Maduba, Ganda Samu, Saulawa and Askawa. Unknown reason for attack.",51,1623704956,NGA
8069245,566,NIG21024,21024,"11 June 2021",2021,2,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Kaduna Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Kaduna,Makarfi,,Makarfi,11.3518,7.8786,2,"Daily Post (Nigeria)",National,"Around 11 June 2021 (as reported), Nigerian police operatives clashed with a Kaduna communal militia along the Zaria-Kano Road (Makarfi LGA, Kaduna) following a distress call about their activities in the area. One militiaman was killed and weapons recovered.",1,1623704956,NGA
8069250,566,NIG21022,21022,"11 June 2021",2021,2,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Kaduna Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Kaduna,Kachia,,Kachia,9.8734,7.9541,2,"Daily Post (Nigeria)",National,"Around 11 June 2021 (as reported), Nigerian police operatives clashed with a Kaduna communal militia along the Kaduna-Kachia Road (Kachia LGA, Kaduna) following the abduction of two passengers. Police rescued kidnapped victims. Three reported injuries.",0,1623704956,NGA
8069473,566,NIG21025,21025,"11 June 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)","Students (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Kaduna,"Sabon Gari",,Zaria,11.1132,7.7252,1,"Sahara Reporters",Regional,"Around 11 June 2021 (as reported), students of Nuhu Bamalli Polytechnic staged a demonstration at the Institution in Zaria (Sabon Gari LGA, Kaduna) to demand school authorities shut down the institution following the earlier abduction of students and staff [coded separately]. [size=no report]",0,1623704957,NGA
8069474,566,NIG21023,21023,"11 June 2021",2021,1,Battles,"Armed clash","Adamawa Communal Militia (Nigeria)",,4,"Gadawaluwol Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Adamawa,Yola-South,,Karewa,9.25,12.45,2,"Sahara Reporters",Regional,"On 11 June 2021, an Adamawa communal militia attacked Gadawaluwol village (Yola-South LGA, Adamawa) [coded to Karewa]. Local militiamen tried to repel the attack, but were overpowered. One reported fatality.",1,1623704957,NGA
8166277,566,NIG21028,21028,"11 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,Nassarawa,Keana,,Aloshi,8.2333,8.8,2,"Daily Trust (Nigeria)",National,"On 11 June 2021, suspected Fulani pastoralists attacked and killed six farmers at Tse-Jimin village in Aloshi (Keana LGA, Nassarawa). Unknown reason for attack.",6,1624310472,NGA
8069088,566,NIG21020,21020,"10 June 2021",2021,2,"Violence against civilians","Abduction/forced disappearance","Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Imo,Okigwe,,Okigwi,5.8352,7.3599,2,"CKN Nigeria; Daily Post (Nigeria)",National,"Around 10 June 2021 (as reported), suspected Fulani pastoralists dressed in police uniforms abducted at least 15 passengers around the Okigwi-Onuimo axis (Okigwe LGA, Imo). Some kidnapped victims escaped. Reason for abduction unknown.",0,1623704956,NGA
8069089,566,NIG21021,21021,"10 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Students (Nigeria); Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Kaduna,"Sabon Gari",,Zaria,11.1132,7.7252,1,"Daily Trust (Nigeria); Daily Independent (Nigeria)",National,"On 10 June 2021, unidentified gunmen attacked the Nuhu Bamalli Polytechnic in Zaria (Sabon Gari LGA, Kaduna), killing one student and abducting between 5 and 10 students and academic staff. Reason for abduction unknown.",1,1623704956,NGA
8069190,566,NIG21015,21015,"10 June 2021",2021,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)","Journalists (Nigeria)",7,17,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,Blueprint,National,"On 10 June 2021, Nigerian security operatives attacked and assaulted a journalist in Abuja (Abuja Municipal LGA, FCT) over the media's coverage of the security situation in the country. No reported fatalities.",0,1623704956,NGA
8069197,566,NIG21017,21017,"10 June 2021",2021,1,Protests,"Excessive force against protesters","Protesters (Nigeria)",,6,"Unidentified Armed Group (Nigeria)",,3,36,"Western Africa",Nigeria,Rivers,Bonny,,Bonny,4.4341,7.1754,1,"Business Day (Nigeria)",National,"On 10 June 2021, Finima community residents staged a demonstration at the Nigeria Liquefied Natural Gas Limited (NLNG) plant in Bonny Island (Bonny LGA, Rivers) over host community rights. Unidentified armed men attacked demonstrators, killing one person. [size=no report]",1,1623704956,NGA
8069232,566,NIG21018,21018,"10 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Benue,Makurdi,,Mbalagh,7.8185,8.4634,2,"Daily Independent (Nigeria)",National,"On 10 June 2021, Fulani pastoralists attacked Zongo-Akiki community in Mbalagh (Makurdi LGA, Benue) and killed five residents. Unknown reason for attack.",5,1623704956,NGA
8069254,566,NIG21019,21019,"10 June 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Anambra,"Idemili South",,Ojoto,6.0844,6.893,1,"Daily Post (Nigeria)",National,"On 10 June 2021, unidentified gunmen clashed with Nigerian police operatives at a Police Station in Ojoto (Idemili South LGA, Anambra). One reported fatality.",1,1623704956,NGA
8069255,566,NIG21014,21014,"10 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Ogun,"Abeokuta South",,Abeokuta,7.15,3.35,1,"Daily Post (Nigeria)",National,"On 10 June 2021, pensioners under the aegis of Local Government Pensioners Association staged a demonstration at the office of the governor in Abeokuta (Abeokuta South LGA, Ogun) over the alleged refusal of state authorities to pay their gratuities. [size=no report]",0,1623704956,NGA
8069475,566,NIG21016,21016,"10 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Women (Nigeria)",7,47,"Western Africa",Nigeria,Ondo,"Akure South",,Akure,7.2526,5.1931,1,"Sahara Reporters",Regional,"On 10 June 2021, Fulani pastoralists dressed in military camouflage attacked and assaulted some women at Oja Oba market in Akure (Akure South LGA, Ondo). Reported injuries.",0,1623704957,NGA
8166274,566,NIG21027,21027,"10 June 2021",2021,1,"Violence against civilians",Attack,"Sokoto Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Sokoto,Rabah,,Rabah,13.1213,5.5074,2,"Daily Trust (Nigeria)",National,"On 10 June 2021, a Sokoto communal militia attacked Maikujera (coded to Rabah, Rabah LGA, Sokoto) and killed no fewer than 12 residents. Unknown reason for attack.",12,1624310472,NGA
8069222,566,NIG21008,21008,"09 June 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,2,"Daily Independent (Nigeria)",National,"On 9 June 2021, kidnappers attacked motorists along the Ibadan-Ijebu Ode Road (Akinyele LGA, Oyo), injuring an unspecified number of passengers and abducted four others. Following the abduction, families of the kidnapped victim staged demonstrations at radio stations in Ibadan (Akinyele LGA, Oyo) [coded separately] to protest against the abduction of their kinsmen. Three kidnapped victims were later released.",0,1623704956,NGA
8069223,566,NIG21013,21013,"09 June 2021",2021,2,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Zamfara Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Zamfara,Zurmi,,Zurmi,12.7776,6.7834,2,"Daily Independent (Nigeria)",National,"Around 9 June 2021 (as reported), a Zamfara communal militia clashed with and overpowered Nigerian security operatives when the militia looted and attacked Askawa and Gidan Dannunu communities (Zurmi LGA, Zamfara), killing 30 residents and carting away cattle and food items. Property damage also reported.",30,1623704956,NGA
8069231,566,NIG21011,21011,"09 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Teachers (Nigeria)",7,37,"Western Africa",Nigeria,Plateau,"Jos North",,Lamingo,9.9015,8.9288,1,"Daily Independent (Nigeria)",National,"On 9 June 2021, unidentified gunmen abducted a university lecturer at his residence in Lamingo (Jos North LGA, Plateau). Reason for abduction unknown.",0,1623704956,NGA
8069233,566,NIG21010,21010,"09 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Women (Nigeria)",7,47,"Western Africa",Nigeria,Benue,"Katsina Ala",,Katsina-Ala,7.1693,9.2846,2,"Daily Independent (Nigeria)",National,"On 9 June 2021, Fulani pastoralists attacked Anyom community (Katsina-Ala LGA, Benue), killing six and abducting an unspecified number of women residents. Unknown reason for attack.",6,1623704956,NGA
8069253,566,NIG21009,21009,"09 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Oyo,Akinyele,,Ibadan,7.4333,3.9167,1,"Daily Post (Nigeria)",National,"On 9 June 2021, families of kidnapped victims staged demonstrations at radio stations in Ibadan (Akinyele LGA, Oyo) to protest against the abduction of their kinsmen and to call the attention of state security agencies. [size=no report]",0,1623704956,NGA
8069472,566,NIG21007,21007,"09 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Delta,"Oshimili South",,Asaba,6.2006,6.7339,2,"Sahara Reporters",Regional,"On 9 June 2021, youths under the umbrella of Isoko Development Union (IDU) protested along the Emevor-Eboh Iyede-Ughelli Asaba Expressway (Oshimili South LGA, Delta) over the mismanagement of the Delta State Oil Producing Areas Development Commission. [size=no report]",0,1623704957,NGA
8069511,566,NIG21012,21012,"09 June 2021",2021,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Abadan,,"Malam Fatori",13.6746,13.3395,1,Telegram,"New media","On 9 June 2021, ISWAP fighters launched a mortar attack against a Nigerian army camp and an IED explosion in Malam Fatori (Abadam/Abadan LGA, Borno), wounding a number of soldiers at the camp and killing troops inside the vehicle. Property damage also reported. Unknown fatalities coded as 3.",3,1623704957,NGA
8386045,566,NIG21289,21289,"09 June 2021",2021,2,"Violence against civilians","Abduction/forced disappearance","Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Teachers (Nigeria); Students (Nigeria)",7,47,"Western Africa",Nigeria,Kaduna,"Sabon Gari",,Zaria,11.1132,7.7252,1,"Daily Trust (Nigeria)",National,"Around 9 June 2021, members of a militia abducted nine staff members and students from the senior staff quarters of a Polytechnic school in Zaria (Sabon Gari LGA, Kaduna). The group was released a month later, after the payment of ransom.",0,1626727059,NGA
8069087,566,NIG20990,20990,"08 June 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Dikwa,,Dikwa,12.024,13.9165,1,"Telegram; Daily Independent (Nigeria); Sahara Reporters","New media-National","On 8 June 2021, Nigerian military troops clashed with ISWAP fighters in Dikwa town (Dikwa LGA, Borno). Community sources report that Nigerian military troops killed no fewer than six ISWAP fighters. ISWAP sources report that a number of soldiers were also killed and wounded.",6,1623704956,NGA
8069218,566,NIG20995,20995,"08 June 2021",2021,2,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Lagos,Alimosho,,Ipaja,6.6088,3.2545,1,"Daily Independent (Nigeria)",Subnational,"Around 8 June 2021 (as reported), a mob lynched three suspected kidnappers in Iyana Ipaja (Ipaja) (Alimosho LGA, Lagos). Two reported fatalities. [size=no report]",2,1623704956,NGA
8069219,566,NIG20999,20999,"08 June 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Teachers (Nigeria); Women (Nigeria)",7,37,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Kuje,8.8964,7.2431,1,"Daily Independent (Nigeria)",National,"On 8 June 2021, kidnappers abducted a female teacher at her residence in Shadadi community in Kuje (Abuja Municipal LGA, FCT). Kidnappers demanded ransom.",0,1623704956,NGA
8069220,566,NIG20997,20997,"08 June 2021",2021,2,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Kaduna Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Kaduna,Igabi,,Kerawa,10.9667,7.4167,2,"Daily Independent (Nigeria)",National,"Around 8 June 2021 (as reported), Nigerian military troops clashed with a Kaduna communal militia between Lambar Zango and Hawan Kwaranza villages (Igabi LGA, Kaduna) [coded to Kerawa]. Reported casualties but unclear the exact number of fatalities.",0,1623704956,NGA
8069221,566,NIG20988,20988,"08 June 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)","Police Forces of Nigeria (2015-)",1,"IPOB: Indigenous Peoples of Biafra",,2,12,"Western Africa",Nigeria,Imo,Ikeduru,,Akabo,5.5496,7.0816,1,"Daily Independent (Nigeria)",National,"On 8 June 2021, Nigerian security operatives clashed with the Indigenous People of Biafra (IPOB) security outfit, Eastern Security Network (ESN), in Akabo (Ikeduru LGA, Imo). Security operatives rescued a kidnapped policewoman. No reported fatalities.",0,1623704956,NGA
8069228,566,NIG20993,20993,"08 June 2021",2021,2,"Violence against civilians",Attack,"Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Kaduna,Igabi,,Igabi,10.7889,7.7749,2,"Daily Independent (Nigeria)",National,"Around 8 June 2021 (as reported), a Kaduna communal militia attacked Dunki village (Igabi LGA, Kaduna) and killed three people. Unknown reason for attack.",3,1623704956,NGA
8069237,566,NIG20986,20986,"08 June 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Daily Leadership (Nigeria)",Subnational,"On 8 June 2021, about 300 workers staged a demonstration in front of the National Assembly in Abuja (Abuja Municipal LGA, FCT) over the non-documentation of their employment by the NASS management. [size=about 300]",0,1623704956,NGA
8069246,566,NIG20991,20991,"08 June 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Kwara,Asa,,Faje,8.3666,4.4166,1,"Daily Post (Nigeria)",National,"On 8 June 2021, Fulani pastoralists attacked Faje community (Asa LGA, Kwara) and killed four residents. Unknown reason for attack.",4,1623704956,NGA
